lcl|CP094940.1_prot_UOM46722.1_2	2.7.7.7
lcl|CP094940.1_prot_UOM45344.1_3555	6.2.1.5
lcl|CP094940.1_prot_UOM45345.1_3556	2.3.1.61
lcl|CP094940.1_prot_UOM45346.1_3557	1.2.4.2
lcl|CP094940.1_prot_UOM45347.1_3558	1.3.5.1
lcl|CP094940.1_prot_UOM45347.1_3558	1.3.5.4
lcl|CP094940.1_prot_UOM45348.1_3559	1.3.5.1
lcl|CP094940.1_prot_UOM45348.1_3559	1.3.5.4
lcl|CP094940.1_prot_UOM45351.1_3562	2.3.3.1
lcl|CP094940.1_prot_UOM45352.1_3563	4.2.99.18
lcl|CP094940.1_prot_UOM49254.1_3564	3.4.19.3
lcl|CP094940.1_prot_UOM45356.1_3568	3.5.1.54
lcl|CP094940.1_prot_UOM45356.1_3568	6.3.4.6
lcl|CP094940.1_prot_UOM45360.1_3572	4.1.99.3
lcl|CP094940.1_prot_UOM45363.1_3575	3.6.3.12
lcl|CP094940.1_prot_UOM45364.1_3576	3.6.3.12
lcl|CP094940.1_prot_UOM45365.1_3577	3.6.3.12
lcl|CP094940.1_prot_UOM45366.1_3578	2.7.13.3
lcl|CP094940.1_prot_UOM45369.1_3581	5.4.2.2
lcl|CP094940.1_prot_UOM45377.1_3591	6.1.1.18
lcl|CP094940.1_prot_UOM45378.1_3592	2.7.1.193
lcl|CP094940.1_prot_UOM45379.1_3593	3.5.99.6
lcl|CP094940.1_prot_UOM45380.1_3594	3.5.1.25
lcl|CP094940.1_prot_UOM45381.1_3595	2.7.1.2
lcl|CP094940.1_prot_UOM45382.1_3596	3.1.3.41
lcl|CP094940.1_prot_UOM45383.1_3597	6.3.5.4
lcl|CP094940.1_prot_UOM45385.1_3599	2.8.4.3
lcl|CP094940.1_prot_UOM45392.1_3607	3.6.3.21
lcl|CP094940.1_prot_UOM45395.1_3611	6.1.1.4
lcl|CP094940.1_prot_UOM49258.1_3613	2.7.7.7
lcl|CP094940.1_prot_UOM45397.1_3614	2.7.7.18
lcl|CP094940.1_prot_UOM45397.1_3614	3.5.4.4
lcl|CP094940.1_prot_UOM45398.1_3615	3.1.3.73
lcl|CP094940.1_prot_UOM45398.1_3615	3.1.3.85
lcl|CP094940.1_prot_UOM45400.1_3617	2.1.1.177
lcl|CP094940.1_prot_UOM45401.1_3618	3.4.16.4
lcl|CP094940.1_prot_UOM45404.1_3621	3.4.16.4
lcl|CP094940.1_prot_UOM45406.1_3623	2.3.1.181
lcl|CP094940.1_prot_UOM45407.1_3625	2.8.1.8
lcl|CP094940.1_prot_UOM45412.1_3630	2.3.1.251
lcl|CP094940.1_prot_UOM45414.1_3632	3.1.27.1
lcl|CP094940.1_prot_UOM45414.1_3632	3.1.27.6
lcl|CP094940.1_prot_UOM45418.1_3636	1.11.1.15
lcl|CP094940.1_prot_UOM49260.1_3641	2.6.1.88
lcl|CP094940.1_prot_UOM45423.1_3642	3.1.3.77
lcl|CP094940.1_prot_UOM45424.1_3643	1.13.11.53
lcl|CP094940.1_prot_UOM45424.1_3643	1.13.11.54
lcl|CP094940.1_prot_UOM45425.1_3644	1.8.5.3
lcl|CP094940.1_prot_UOM45425.1_3644	1.97.1.9
lcl|CP094940.1_prot_MUB43_18585_3646	3.6.3.17
lcl|CP094940.1_prot_UOM45430.1_3650	1.1.1.310
lcl|CP094940.1_prot_UOM45430.1_3650	1.1.1.399
lcl|CP094940.1_prot_UOM45430.1_3650	1.1.1.95
lcl|CP094940.1_prot_UOM45431.1_3651	2.7.1.17
lcl|CP094940.1_prot_UOM45431.1_3651	2.7.1.215
lcl|CP094940.1_prot_UOM45432.1_3652	4.1.1.104
lcl|CP094940.1_prot_UOM45432.1_3652	4.2.1.109
lcl|CP094940.1_prot_UOM45435.1_3655	3.5.4.1
lcl|CP094940.1_prot_UOM45436.1_3657	3.1.3.25
lcl|CP094940.1_prot_UOM45438.1_3659	3.1.3.2
lcl|CP094940.1_prot_UOM45438.1_3659	3.1.3.26
lcl|CP094940.1_prot_UOM45439.1_3660	5.3.1.23
lcl|CP094940.1_prot_UOM45440.1_3661	2.7.1.100
lcl|CP094940.1_prot_UOM45444.1_3665	3.6.3.17
lcl|CP094940.1_prot_UOM49262.1_3673	1.3.1.28
lcl|CP094940.1_prot_UOM45452.1_3674	3.3.2.1
lcl|CP094940.1_prot_UOM45452.1_3674	6.3.2.14
lcl|CP094940.1_prot_UOM45453.1_3675	2.7.7.58
lcl|CP094940.1_prot_UOM45453.1_3675	6.3.2.14
lcl|CP094940.1_prot_UOM45454.1_3676	5.4.4.2
lcl|CP094940.1_prot_UOM45459.1_3681	3.6.3.34
lcl|CP094940.1_prot_UOM45460.1_3682	6.3.2.14
lcl|CP094940.1_prot_UOM45464.1_3686	6.3.2.14
lcl|CP094940.1_prot_UOM45465.1_3687	2.2.1.1
lcl|CP094940.1_prot_UOM45466.1_3688	2.2.1.1
lcl|CP094940.1_prot_UOM45468.1_3690	2.7.1.30
lcl|CP094940.1_prot_UOM45471.1_3693	3.6.3.17
lcl|CP094940.1_prot_UOM45473.1_3695	1.1.1.304
lcl|CP094940.1_prot_UOM45473.1_3695	1.1.1.76
lcl|CP094940.1_prot_UOM45480.1_3704	1.2.1.8
lcl|CP094940.1_prot_UOM45481.1_3705	1.1.99.1
lcl|CP094940.1_prot_UOM45489.1_3714	1.1.1.346
lcl|CP094940.1_prot_UOM45492.1_3717	2.6.1.55
lcl|CP094940.1_prot_UOM45493.1_3718	1.1.1.276
lcl|CP094940.1_prot_UOM45493.1_3718	1.1.1.313
lcl|CP094940.1_prot_UOM45493.1_3718	1.1.1.381
lcl|CP094940.1_prot_UOM45494.1_3719	3.6.3.21
lcl|CP094940.1_prot_UOM45504.1_3730	3.6.3.8
lcl|CP094940.1_prot_UOM45510.1_3736	1.5.1.34
lcl|CP094940.1_prot_UOM45511.1_3737	2.7.1.191
lcl|CP094940.1_prot_UOM45512.1_3738	2.7.1.191
lcl|CP094940.1_prot_UOM45530.1_3756	1.2.1.39
lcl|CP094940.1_prot_UOM45541.1_3767	3.1.6.1
lcl|CP094940.1_prot_UOM45546.1_3772	3.5.1.32
lcl|CP094940.1_prot_UOM45552.1_3779	3.6.3.34
lcl|CP094940.1_prot_UOM45555.1_3783	2.7.1.4
lcl|CP094940.1_prot_UOM45557.1_3785	2.7.1.211
lcl|CP094940.1_prot_UOM45558.1_3786	3.2.1.26
lcl|CP094940.1_prot_UOM45560.1_3790	3.6.3.17
lcl|CP094940.1_prot_UOM45563.1_3793	1.1.1.18
lcl|CP094940.1_prot_UOM45563.1_3793	1.1.1.369
lcl|CP094940.1_prot_UOM45565.1_3795	1.1.1.361
lcl|CP094940.1_prot_UOM45566.1_3796	4.2.1.44
lcl|CP094940.1_prot_UOM45568.1_3798	6.1.1.6
lcl|CP094940.1_prot_UOM45570.1_3800	4.1.1.18
lcl|CP094940.1_prot_UOM45570.1_3800	4.1.1.19
lcl|CP094940.1_prot_UOM45574.1_3804	2.3.1.241
lcl|CP094940.1_prot_UOM45574.1_3804	2.3.1.242
lcl|CP094940.1_prot_UOM45582.1_3812	2.3.3.1
lcl|CP094940.1_prot_UOM45585.1_3815	3.5.2.17
lcl|CP094940.1_prot_UOM45587.1_3818	1.5.1.5
lcl|CP094940.1_prot_UOM45587.1_3818	3.5.4.9
lcl|CP094940.1_prot_UOM45589.1_3820	6.1.1.16
lcl|CP094940.1_prot_UOM45590.1_3821	5.2.1.8
lcl|CP094940.1_prot_UOM45591.1_3822	3.6.1.54
lcl|CP094940.1_prot_UOM45593.1_3824	5.4.99.18
lcl|CP094940.1_prot_UOM45594.1_3825	6.3.4.18
lcl|CP094940.1_prot_UOM49268.1_3831	3.1.1.5
lcl|CP094940.1_prot_UOM45607.1_3839	3.6.3.54
lcl|CP094940.1_prot_UOM45610.1_3842	3.1.3.5
lcl|CP094940.1_prot_UOM45610.1_3842	3.6.1.45
lcl|CP094940.1_prot_UOM45613.1_3845	2.7.1.15
lcl|CP094940.1_prot_UOM45613.1_3845	2.7.1.4
lcl|CP094940.1_prot_UOM45613.1_3845	2.7.1.73
lcl|CP094940.1_prot_UOM45614.1_3846	4.99.1.1
lcl|CP094940.1_prot_UOM45614.1_3846	4.99.1.9
lcl|CP094940.1_prot_UOM45615.1_3847	2.7.4.3
lcl|CP094940.1_prot_UOM45619.1_3851	2.7.7.7
lcl|CP094940.1_prot_UOM45620.1_3852	2.4.2.7
lcl|CP094940.1_prot_UOM45631.1_3863	2.3.1.79
lcl|CP094940.1_prot_UOM45639.1_3872	2.7.1.199
lcl|CP094940.1_prot_UOM45640.1_3873	3.2.1.23
lcl|CP094940.1_prot_UOM45641.1_3874	3.2.1.89
lcl|CP094940.1_prot_UOM45659.1_3892	3.6.3.44
lcl|CP094940.1_prot_UOM45662.1_3895	2.5.1.47
lcl|CP094940.1_prot_UOM45665.1_3898	6.3.4.20
lcl|CP094940.1_prot_UOM45668.1_3901	5.2.1.8
lcl|CP094940.1_prot_UOM45670.1_3903	3.4.21.53
lcl|CP094940.1_prot_UOM45672.1_3905	3.4.21.92
lcl|CP094940.1_prot_UOM45677.1_3910	1.10.3.10
lcl|CP094940.1_prot_UOM45678.1_3911	1.10.3.10
lcl|CP094940.1_prot_UOM45681.1_3914	2.5.1.141
lcl|CP094940.1_prot_UOM45684.1_3917	1.1.1.25
lcl|CP094940.1_prot_UOM45685.1_3918	1.3.99.4
lcl|CP094940.1_prot_UOM45692.1_3926	1.1.1.169
lcl|CP094940.1_prot_UOM45693.1_3927	3.5.1.124
lcl|CP094940.1_prot_UOM45695.1_3929	2.8.1.4
lcl|CP094940.1_prot_UOM45696.1_3930	3.1.11.6
lcl|CP094940.1_prot_UOM45697.1_3931	2.5.1.1
lcl|CP094940.1_prot_UOM45697.1_3931	2.5.1.10
lcl|CP094940.1_prot_UOM45697.1_3931	2.5.1.29
lcl|CP094940.1_prot_UOM45698.1_3932	2.2.1.7
lcl|CP094940.1_prot_UOM49270.1_3934	3.1.3.27
lcl|CP094940.1_prot_UOM45700.1_3935	2.7.4.16
lcl|CP094940.1_prot_UOM45702.1_3937	2.5.1.78
lcl|CP094940.1_prot_UOM45703.1_3938	1.1.1.193
lcl|CP094940.1_prot_UOM45703.1_3938	3.5.4.26
lcl|CP094940.1_prot_UOM45712.1_3947	2.4.2.29
lcl|CP094940.1_prot_UOM45713.1_3948	2.4.99.17
lcl|CP094940.1_prot_UOM45715.1_3950	3.1.4.14
lcl|CP094940.1_prot_UOM45716.1_3951	1.11.1.15
lcl|CP094940.1_prot_UOM45717.1_3953	2.7.1.194
lcl|CP094940.1_prot_UOM45718.1_3954	2.7.1.194
lcl|CP094940.1_prot_UOM45719.1_3955	2.7.1.194
lcl|CP094940.1_prot_UOM45720.1_3956	2.7.1.3
lcl|CP094940.1_prot_UOM49271.1_3957	4.1.2.13
lcl|CP094940.1_prot_UOM45725.1_3962	3.2.1.135
lcl|CP094940.1_prot_UOM45725.1_3962	3.2.1.20
lcl|CP094940.1_prot_UOM45728.1_3965	2.7.13.3
lcl|CP094940.1_prot_UOM45732.1_3969	2.7.1.2
lcl|CP094940.1_prot_UOM45732.1_3969	2.7.1.4
lcl|CP094940.1_prot_UOM45732.1_3969	2.7.1.85
lcl|CP094940.1_prot_UOM45734.1_3971	2.4.2.1
lcl|CP094940.1_prot_UOM45734.1_3971	2.4.2.2
lcl|CP094940.1_prot_UOM45737.1_3974	2.7.1.71
lcl|CP094940.1_prot_UOM45740.1_3977	1.5.1.2
lcl|CP094940.1_prot_UOM45742.1_3979	3.1.3.1
lcl|CP094940.1_prot_UOM45746.1_3983	6.3.2.4
lcl|CP094940.1_prot_UOM45750.1_3989	3.4.16.4
lcl|CP094940.1_prot_UOM45751.1_3990	4.2.1.24
lcl|CP094940.1_prot_UOM45754.1_3993	1.14.11.17
lcl|CP094940.1_prot_UOM45756.1_3995	3.6.3.36
lcl|CP094940.1_prot_UOM45758.1_3997	2.1.1.10
lcl|CP094940.1_prot_UOM45762.1_4001	4.3.1.7
lcl|CP094940.1_prot_UOM45763.1_4002	4.3.1.7
lcl|CP094940.1_prot_UOM45772.1_4011	3.6.3.21
lcl|CP094940.1_prot_UOM45781.1_4020	3.6.3.28
lcl|CP094940.1_prot_UOM45790.1_4029	2.7.2.11
lcl|CP094940.1_prot_UOM45791.1_4030	1.2.1.41
lcl|CP094940.1_prot_UOM45808.1_4050	2.3.1.12
lcl|CP094940.1_prot_UOM45809.1_4051	1.8.1.4
lcl|CP094940.1_prot_UOM45810.1_4053	4.1.2.13
lcl|CP094940.1_prot_UOM45812.1_4055	2.7.1.53
lcl|CP094940.1_prot_UOM45813.1_4056	1.1.1.100
lcl|CP094940.1_prot_UOM45814.1_4057	1.1.1.310
lcl|CP094940.1_prot_UOM45814.1_4057	1.1.1.399
lcl|CP094940.1_prot_UOM45814.1_4057	1.1.1.95
lcl|CP094940.1_prot_UOM45816.1_4059	2.5.1.18
lcl|CP094940.1_prot_UOM45820.1_4064	1.2.1.16
lcl|CP094940.1_prot_UOM45820.1_4064	1.2.1.20
lcl|CP094940.1_prot_UOM45820.1_4064	1.2.1.79
lcl|CP094940.1_prot_UOM45821.1_4065	2.6.1.19
lcl|CP094940.1_prot_UOM45821.1_4065	2.6.1.22
lcl|CP094940.1_prot_UOM45821.1_4065	2.6.1.48
lcl|CP094940.1_prot_UOM45825.1_4070	2.4.2.22
lcl|CP094940.1_prot_UOM45828.1_4073	2.7.7.7
lcl|CP094940.1_prot_UOM45829.1_4074	3.1.4.46
lcl|CP094940.1_prot_UOM45831.1_4076	1.6.5.8
lcl|CP094940.1_prot_UOM45832.1_4077	1.6.5.8
lcl|CP094940.1_prot_UOM45833.1_4078	1.6.5.8
lcl|CP094940.1_prot_UOM45834.1_4079	1.6.5.8
lcl|CP094940.1_prot_UOM45835.1_4080	1.6.5.8
lcl|CP094940.1_prot_UOM45836.1_4081	1.6.5.8
lcl|CP094940.1_prot_UOM45839.1_4084	5.3.1.28
lcl|CP094940.1_prot_UOM49280.1_4086	3.5.1.3
lcl|CP094940.1_prot_UOM45843.1_4089	2.7.7.7
lcl|CP094940.1_prot_UOM45843.1_4089	3.1.26.4
lcl|CP094940.1_prot_UOM45844.1_4090	3.1.26.4
lcl|CP094940.1_prot_UOM45846.1_4092	3.1.2.6
lcl|CP094940.1_prot_UOM45851.1_4098	1.1.1.346
lcl|CP094940.1_prot_UOM45852.1_4099	3.1.3.82
lcl|CP094940.1_prot_UOM45852.1_4099	3.1.3.83
lcl|CP094940.1_prot_UOM45858.1_4105	6.1.1.15
lcl|CP094940.1_prot_UOM45865.1_4112	6.3.4.19
lcl|CP094940.1_prot_UOM49282.1_4114	4.1.1.18
lcl|CP094940.1_prot_UOM49282.1_4114	4.1.1.19
lcl|CP094940.1_prot_UOM45867.1_4115	2.1.3.15
lcl|CP094940.1_prot_UOM45867.1_4115	6.4.1.2
lcl|CP094940.1_prot_UOM45868.1_4116	2.7.7.7
lcl|CP094940.1_prot_UOM45869.1_4117	3.1.26.4
lcl|CP094940.1_prot_UOM45870.1_4118	2.4.1.182
lcl|CP094940.1_prot_UOM45871.1_4119	2.3.1.129
lcl|CP094940.1_prot_UOM45872.1_4120	4.2.1.59
lcl|CP094940.1_prot_UOM45873.1_4121	2.3.1.191
lcl|CP094940.1_prot_UOM45877.1_4125	2.7.7.41
lcl|CP094940.1_prot_UOM49283.1_4126	2.5.1.31
lcl|CP094940.1_prot_UOM45878.1_4127	1.1.1.267
lcl|CP094940.1_prot_UOM45880.1_4129	2.7.4.22
lcl|CP094940.1_prot_UOM45883.1_4132	3.4.11.18
lcl|CP094940.1_prot_UOM45884.1_4133	2.7.7.59
lcl|CP094940.1_prot_UOM45885.1_4134	2.3.1.117
lcl|CP094940.1_prot_UOM45888.1_4137	1.3.1.74
lcl|CP094940.1_prot_UOM45888.1_4137	3.4.21.107
lcl|CP094940.1_prot_UOM45889.1_4138	3.1.5.1
lcl|CP094940.1_prot_UOM45890.1_4139	3.2.2.9
lcl|CP094940.1_prot_UOM45895.1_4144	5.4.3.8
lcl|CP094940.1_prot_UOM45898.1_4147	3.6.3.34
lcl|CP094940.1_prot_UOM45900.1_4149	2.4.1.129
lcl|CP094940.1_prot_UOM45900.1_4149	3.4.16.4
lcl|CP094940.1_prot_UOM45903.1_4153	3.2.1.41
lcl|CP094940.1_prot_UOM45914.1_4167	3.4.23.43
lcl|CP094940.1_prot_UOM45915.1_4168	3.6.4.13
lcl|CP094940.1_prot_UOM45916.1_4169	3.1.4.58
lcl|CP094940.1_prot_UOM49287.1_4173	2.7.7.19
lcl|CP094940.1_prot_UOM45920.1_4174	2.7.6.3
lcl|CP094940.1_prot_UOM45921.1_4175	2.1.2.11
lcl|CP094940.1_prot_UOM45922.1_4176	6.3.2.1
lcl|CP094940.1_prot_UOM45923.1_4177	4.1.1.11
lcl|CP094940.1_prot_UOM45927.1_4182	4.2.1.1
lcl|CP094940.1_prot_UOM45928.1_4183	2.4.2.8
lcl|CP094940.1_prot_UOM45930.1_4185	1.1.5.2
lcl|CP094940.1_prot_UOM45930.1_4185	1.1.5.8
lcl|CP094940.1_prot_UOM45931.1_4186	1.3.3.5
lcl|CP094940.1_prot_UOM49289.1_4190	5.2.1.8
lcl|CP094940.1_prot_UOM45934.1_4191	2.5.1.16
lcl|CP094940.1_prot_UOM45935.1_4192	4.1.1.50
lcl|CP094940.1_prot_UOM45937.1_4194	4.2.1.3
lcl|CP094940.1_prot_UOM45937.1_4194	4.2.1.99
lcl|CP094940.1_prot_UOM49290.1_4198	1.8.1.4
lcl|CP094940.1_prot_UOM45941.1_4199	2.3.1.12
lcl|CP094940.1_prot_UOM45942.1_4200	1.2.4.1
lcl|CP094940.1_prot_UOM45948.1_4206	3.5.1.28
lcl|CP094940.1_prot_UOM45949.1_4207	2.4.2.19
lcl|CP094940.1_prot_UOM45953.1_4211	1.1.1.205
lcl|CP094940.1_prot_UOM45953.1_4211	1.7.1.7
lcl|CP094940.1_prot_UOM45954.1_4212	2.7.1.24
lcl|CP094940.1_prot_UOM45957.1_4215	3.6.1.55
lcl|CP094940.1_prot_UOM45960.1_4218	3.5.1.108
lcl|CP094940.1_prot_UOM45964.1_4222	6.3.2.4
lcl|CP094940.1_prot_UOM45965.1_4223	6.3.2.8
lcl|CP094940.1_prot_UOM45966.1_4224	2.4.1.227
lcl|CP094940.1_prot_UOM45968.1_4226	6.3.2.9
lcl|CP094940.1_prot_UOM45969.1_4227	2.7.8.13
lcl|CP094940.1_prot_UOM45970.1_4228	6.3.2.10
lcl|CP094940.1_prot_UOM45971.1_4229	6.3.2.13
lcl|CP094940.1_prot_UOM45972.1_4230	3.4.16.4
lcl|CP094940.1_prot_UOM45974.1_4232	2.1.1.199
lcl|CP094940.1_prot_UOM45977.1_4235	2.2.1.6
lcl|CP094940.1_prot_UOM45978.1_4236	2.2.1.6
lcl|CP094940.1_prot_UOM45980.1_4239	2.3.3.13
lcl|CP094940.1_prot_UOM45981.1_4240	1.1.1.85
lcl|CP094940.1_prot_UOM45982.1_4241	4.2.1.33
lcl|CP094940.1_prot_UOM45982.1_4241	4.2.1.35
lcl|CP094940.1_prot_UOM45983.1_4242	4.2.1.33
lcl|CP094940.1_prot_UOM45983.1_4242	4.2.1.35
lcl|CP094940.1_prot_UOM45984.1_4243	1.3.1.31
lcl|CP094940.1_prot_UOM45985.1_4244	1.1.1.25
lcl|CP094940.1_prot_UOM45985.1_4244	1.1.1.282
lcl|CP094940.1_prot_UOM45986.1_4246	4.2.1.10
lcl|CP094940.1_prot_UOM45997.1_4257	2.7.1.16
lcl|CP094940.1_prot_UOM45998.1_4258	5.3.1.4
lcl|CP094940.1_prot_UOM45999.1_4259	5.1.3.4
lcl|CP094940.1_prot_UOM46000.1_4260	2.7.7.7
lcl|CP094940.1_prot_UOM46002.1_4262	5.4.99.28
lcl|CP094940.1_prot_UOM46002.1_4262	5.4.99.29
lcl|CP094940.1_prot_UOM46003.1_4263	2.7.7.61
lcl|CP094940.1_prot_UOM46005.1_4265	2.7.13.3
lcl|CP094940.1_prot_UOM46009.1_4269	5.2.1.8
lcl|CP094940.1_prot_UOM46010.1_4270	1.1.1.262
lcl|CP094940.1_prot_UOM46011.1_4271	2.1.1.182
lcl|CP094940.1_prot_UOM46013.1_4273	3.6.1.41
lcl|CP094940.1_prot_UOM46014.1_4274	1.5.1.3
lcl|CP094940.1_prot_UOM46018.1_4278	6.3.5.5
lcl|CP094940.1_prot_UOM46019.1_4279	6.3.5.5
lcl|CP094940.1_prot_UOM46020.1_4280	1.17.1.8
lcl|CP094940.1_prot_UOM46025.1_4285	1.17.7.4
lcl|CP094940.1_prot_UOM46026.1_4286	5.2.1.8
lcl|CP094940.1_prot_UOM46027.1_4287	3.4.23.36
lcl|CP094940.1_prot_UOM46028.1_4288	6.1.1.5
lcl|CP094940.1_prot_UOM46029.1_4289	2.7.1.26
lcl|CP094940.1_prot_UOM46029.1_4289	2.7.7.2
lcl|CP094940.1_prot_UOM46038.1_4299	2.7.7.75
lcl|CP094940.1_prot_UOM46039.1_4300	2.2.1.2
lcl|CP094940.1_prot_UOM46043.1_4304	4.2.3.1
lcl|CP094940.1_prot_UOM46044.1_4305	2.7.1.39
lcl|CP094940.1_prot_UOM46045.1_4306	1.1.1.3
lcl|CP094940.1_prot_UOM46045.1_4306	2.7.2.4
lcl|CP094940.1_prot_UOM46050.1_4312	2.7.13.3
lcl|CP094940.1_prot_UOM46054.1_4316	5.4.2.12
lcl|CP094940.1_prot_UOM46058.1_4320	3.6.3.25
lcl|CP094940.1_prot_UOM46059.1_4321	2.7.1.22
lcl|CP094940.1_prot_UOM46059.1_4321	2.7.7.1
lcl|CP094940.1_prot_UOM46061.1_4323	3.1.3.3
lcl|CP094940.1_prot_UOM46063.1_4325	6.3.1.20
lcl|CP094940.1_prot_UOM46064.1_4326	2.4.2.1
lcl|CP094940.1_prot_UOM46065.1_4327	5.4.2.7
lcl|CP094940.1_prot_UOM46066.1_4328	2.4.2.4
lcl|CP094940.1_prot_UOM46067.1_4329	4.1.2.4
lcl|CP094940.1_prot_UOM46073.1_4336	3.1.3.5
lcl|CP094940.1_prot_UOM46073.1_4336	3.8.1.2
lcl|CP094940.1_prot_UOM46074.1_4337	2.3.1.128
lcl|CP094940.1_prot_UOM46075.1_4338	2.7.7.7
lcl|CP094940.1_prot_UOM46076.1_4339	2.1.1.172
lcl|CP094940.1_prot_UOM46084.1_4349	1.14.13.127
lcl|CP094940.1_prot_UOM46084.1_4349	1.14.13.2
lcl|CP094940.1_prot_UOM46089.1_4355	2.7.8.20
lcl|CP094940.1_prot_UOM49298.1_4361	2.7.1.191
lcl|CP094940.1_prot_UOM46100.1_4367	4.1.2.21
lcl|CP094940.1_prot_UOM46101.1_4368	2.7.1.58
lcl|CP094940.1_prot_UOM46104.1_4371	3.5.1.81
lcl|CP094940.1_prot_UOM46104.1_4371	3.5.1.82
lcl|CP094940.1_prot_UOM46106.1_4373	4.3.1.18
lcl|CP094940.1_prot_UOM46107.1_4374	1.1.1.338
lcl|CP094940.1_prot_UOM46107.1_4374	1.5.1.21
lcl|CP094940.1_prot_UOM46109.1_4376	1.2.1.26
lcl|CP094940.1_prot_UOM46110.1_4377	3.5.4.22
lcl|CP094940.1_prot_UOM46110.1_4377	4.3.3.7
lcl|CP094940.1_prot_UOM46112.1_4379	5.1.1.8
lcl|CP094940.1_prot_UOM46117.1_4385	4.1.1.68
lcl|CP094940.1_prot_UOM46118.1_4386	4.1.1.68
lcl|CP094940.1_prot_UOM46119.1_4387	1.2.1.60
lcl|CP094940.1_prot_UOM46120.1_4388	1.13.11.15
lcl|CP094940.1_prot_UOM46121.1_4389	5.3.3.10
lcl|CP094940.1_prot_UOM46122.1_4390	4.1.1.77
lcl|CP094940.1_prot_UOM46123.1_4391	4.1.2.52
lcl|CP094940.1_prot_UOM46123.1_4391	4.1.2.53
lcl|CP094940.1_prot_UOM46126.1_4394	1.14.14.9
lcl|CP094940.1_prot_UOM46127.1_4395	1.5.1.36
lcl|CP094940.1_prot_UOM46132.1_4400	1.2.1.16
lcl|CP094940.1_prot_UOM46132.1_4400	1.2.1.20
lcl|CP094940.1_prot_UOM46132.1_4400	1.2.1.24
lcl|CP094940.1_prot_UOM46132.1_4400	1.2.1.79
lcl|CP094940.1_prot_UOM46147.1_4415	2.5.1.18
lcl|CP094940.1_prot_UOM46149.1_4417	1.6.5.2
lcl|CP094940.1_prot_UOM46152.1_4420	3.6.3.17
lcl|CP094940.1_prot_UOM46154.1_4422	6.1.1.2
lcl|CP094940.1_prot_UOM46158.1_4427	1.14.11.47
lcl|CP094940.1_prot_UOM46161.1_4430	2.7.13.3
lcl|CP094940.1_prot_UOM46173.1_4443	2.1.1.79
lcl|CP094940.1_prot_UOM46179.1_4449	5.3.1.5
lcl|CP094940.1_prot_UOM46180.1_4451	3.2.1.37
lcl|CP094940.1_prot_UOM46191.1_4467	3.1.21.3
lcl|CP094940.1_prot_UOM46192.1_4468	3.1.21.3
lcl|CP094940.1_prot_UOM49304.1_4469	2.1.1.72
lcl|CP094940.1_prot_MUB43_22790_4470	2.1.1.72
lcl|CP094940.1_prot_UOM46203.1_4482	4.2.1.1
lcl|CP094940.1_prot_MUB43_22860_4483	4.2.1.1
lcl|CP094940.1_prot_UOM46207.1_4487	3.1.4.53
lcl|CP094940.1_prot_UOM46208.1_4488	3.6.3.20
lcl|CP094940.1_prot_UOM46210.1_4490	4.2.1.44
lcl|CP094940.1_prot_UOM46212.1_4492	1.1.1.18
lcl|CP094940.1_prot_UOM46212.1_4492	1.1.1.369
lcl|CP094940.1_prot_UOM46213.1_4493	3.7.1.22
lcl|CP094940.1_prot_UOM46214.1_4494	2.7.1.92
lcl|CP094940.1_prot_UOM46216.1_4496	5.3.1.30
lcl|CP094940.1_prot_UOM46217.1_4497	1.2.1.18
lcl|CP094940.1_prot_UOM46217.1_4497	1.2.1.27
lcl|CP094940.1_prot_UOM46218.1_4498	5.3.99.11
lcl|CP094940.1_prot_UOM46222.1_4502	3.4.11.1
lcl|CP094940.1_prot_UOM46223.1_4503	2.7.7.7
lcl|CP094940.1_prot_UOM46224.1_4504	6.1.1.9
lcl|CP094940.1_prot_UOM46228.1_4508	2.1.3.3
lcl|CP094940.1_prot_UOM46228.1_4508	2.1.3.9
lcl|CP094940.1_prot_UOM49306.1_4512	2.7.1.218
lcl|CP094940.1_prot_UOM46235.1_4516	2.1.3.2
lcl|CP094940.1_prot_UOM46237.1_4518	3.5.99.10
lcl|CP094940.1_prot_UOM46238.1_4519	3.6.3.2
lcl|CP094940.1_prot_UOM46240.1_4521	2.7.1.201
lcl|CP094940.1_prot_UOM46241.1_4522	3.2.1.10
lcl|CP094940.1_prot_UOM46241.1_4522	3.2.1.20
lcl|CP094940.1_prot_UOM46241.1_4522	3.2.1.93
lcl|CP094940.1_prot_UOM46243.1_4524	3.2.1.86
lcl|CP094940.1_prot_UOM49307.1_4525	2.7.1.196
lcl|CP094940.1_prot_UOM49307.1_4525	2.7.1.205
lcl|CP094940.1_prot_UOM46246.1_4528	1.1.98.6
lcl|CP094940.1_prot_UOM46247.1_4529	1.97.1.4
lcl|CP094940.1_prot_UOM46253.1_4535	2.9.1.1
lcl|CP094940.1_prot_UOM46254.1_4536	3.5.2.3
lcl|CP094940.1_prot_UOM46266.1_4548	6.3.2.45
lcl|CP094940.1_prot_UOM46267.1_4549	3.1.3.11
lcl|CP094940.1_prot_UOM46270.1_4552	3.6.3.17
lcl|CP094940.1_prot_UOM46272.1_4554	3.6.1.1
lcl|CP094940.1_prot_UOM46278.1_4560	1.8.4.11
lcl|CP094940.1_prot_UOM46281.1_4563	3.2.1.23
