lcl|CP094940.1_prot_UOM46721.1_1	K02313
lcl|CP094940.1_prot_UOM45622.1_3854	K04067
lcl|CP094940.1_prot_UOM45625.1_3857	K05802
lcl|CP094940.1_prot_UOM45625.1_3857	K22051
lcl|CP094940.1_prot_UOM45626.1_3858	K03577
lcl|CP094940.1_prot_UOM45627.1_3859	K03585
lcl|CP094940.1_prot_UOM45627.1_3859	K18141
lcl|CP094940.1_prot_UOM45628.1_3860	K18138
lcl|CP094940.1_prot_UOM45628.1_3860	K18142
lcl|CP094940.1_prot_UOM45629.1_3861	K19162
lcl|CP094940.1_prot_UOM45630.1_3862	K05839
lcl|CP094940.1_prot_UOM45631.1_3863	K00661
lcl|CP094940.1_prot_UOM45634.1_3866	K00375
lcl|CP094940.1_prot_UOM45634.1_3866	K05825
lcl|CP094940.1_prot_UOM49269.1_3868	K02919
lcl|CP094940.1_prot_UOM45636.1_3869	K02909
lcl|CP094940.1_prot_UOM45638.1_3871	K02024
lcl|CP094940.1_prot_UOM45638.1_3871	K10124
lcl|CP094940.1_prot_UOM45639.1_3872	K02778
lcl|CP094940.1_prot_UOM45640.1_3873	K12308
lcl|CP094940.1_prot_UOM45641.1_3874	K01224
lcl|CP094940.1_prot_UOM45642.1_3875	K15772
lcl|CP094940.1_prot_UOM45643.1_3876	K10109
lcl|CP094940.1_prot_UOM45643.1_3876	K15771
lcl|CP094940.1_prot_UOM45644.1_3877	K10108
lcl|CP094940.1_prot_UOM45644.1_3877	K15770
lcl|CP094940.1_prot_UOM45645.1_3878	K10111
lcl|CP094940.1_prot_UOM45645.1_3878	K10191
lcl|CP094940.1_prot_UOM45648.1_3881	K08970
lcl|CP094940.1_prot_UOM45649.1_3882	K07149
lcl|CP094940.1_prot_UOM45654.1_3887	K07443
lcl|CP094940.1_prot_UOM45655.1_3888	K09914
lcl|CP094940.1_prot_UOM45656.1_3889	K10805
lcl|CP094940.1_prot_UOM45657.1_3890	K03320
lcl|CP094940.1_prot_UOM45658.1_3891	K04752
lcl|CP094940.1_prot_UOM45659.1_3892	K18104
lcl|CP094940.1_prot_UOM45659.1_3892	K18890
lcl|CP094940.1_prot_UOM45660.1_3893	K06147
lcl|CP094940.1_prot_UOM45660.1_3893	K18889
lcl|CP094940.1_prot_UOM45661.1_3894	K05800
lcl|CP094940.1_prot_UOM45662.1_3895	K01738
lcl|CP094940.1_prot_UOM45663.1_3896	K11938
lcl|CP094940.1_prot_UOM45665.1_3898	K06920
lcl|CP094940.1_prot_UOM45666.1_3899	K12500
lcl|CP094940.1_prot_UOM45667.1_3900	K02237
lcl|CP094940.1_prot_UOM45668.1_3901	K03770
lcl|CP094940.1_prot_UOM45669.1_3902	K03530
lcl|CP094940.1_prot_UOM45670.1_3903	K01338
lcl|CP094940.1_prot_UOM45671.1_3904	K03544
lcl|CP094940.1_prot_UOM45672.1_3905	K01358
lcl|CP094940.1_prot_UOM45673.1_3906	K03545
lcl|CP094940.1_prot_UOM45674.1_3907	K05527
lcl|CP094940.1_prot_UOM45675.1_3908	K07286
lcl|CP094940.1_prot_UOM45676.1_3909	K08218
lcl|CP094940.1_prot_UOM45677.1_3910	K02297
lcl|CP094940.1_prot_UOM45678.1_3911	K02298
lcl|CP094940.1_prot_UOM45679.1_3912	K02299
lcl|CP094940.1_prot_UOM45680.1_3913	K02300
lcl|CP094940.1_prot_UOM45681.1_3914	K02257
lcl|CP094940.1_prot_UOM45683.1_3916	K02624
lcl|CP094940.1_prot_UOM45684.1_3917	K00014
lcl|CP094940.1_prot_UOM45685.1_3918	K05898
lcl|CP094940.1_prot_UOM45688.1_3922	K08195
lcl|CP094940.1_prot_UOM45691.1_3925	K09767
lcl|CP094940.1_prot_UOM45692.1_3926	K00077
lcl|CP094940.1_prot_UOM45693.1_3927	K03152
lcl|CP094940.1_prot_UOM45695.1_3929	K03151
lcl|CP094940.1_prot_UOM45696.1_3930	K03602
lcl|CP094940.1_prot_UOM45697.1_3931	K00795
lcl|CP094940.1_prot_UOM45697.1_3931	K13789
lcl|CP094940.1_prot_UOM45698.1_3932	K01662
lcl|CP094940.1_prot_UOM49270.1_3934	K01095
lcl|CP094940.1_prot_UOM45700.1_3935	K00946
lcl|CP094940.1_prot_UOM45701.1_3936	K03625
lcl|CP094940.1_prot_UOM45702.1_3937	K00794
lcl|CP094940.1_prot_UOM45703.1_3938	K01498
lcl|CP094940.1_prot_UOM45703.1_3938	K11752
lcl|CP094940.1_prot_UOM45704.1_3939	K07738
lcl|CP094940.1_prot_UOM45706.1_3941	K05517
lcl|CP094940.1_prot_UOM45708.1_3943	K06996
lcl|CP094940.1_prot_UOM45709.1_3944	K03074
lcl|CP094940.1_prot_UOM45710.1_3945	K03072
lcl|CP094940.1_prot_UOM45711.1_3946	K03210
lcl|CP094940.1_prot_UOM45712.1_3947	K00773
lcl|CP094940.1_prot_UOM45713.1_3948	K07568
lcl|CP094940.1_prot_UOM45715.1_3950	K08682
lcl|CP094940.1_prot_UOM45716.1_3951	K03386
lcl|CP094940.1_prot_UOM45717.1_3953	K02821
lcl|CP094940.1_prot_UOM45718.1_3954	K02822
lcl|CP094940.1_prot_UOM45719.1_3955	K02822
lcl|CP094940.1_prot_UOM45719.1_3955	K03475
lcl|CP094940.1_prot_UOM45720.1_3956	K00846
lcl|CP094940.1_prot_UOM49271.1_3957	K01624
lcl|CP094940.1_prot_UOM45722.1_3959	K09932
lcl|CP094940.1_prot_UOM45725.1_3962	K01187
lcl|CP094940.1_prot_UOM45725.1_3962	K21575
lcl|CP094940.1_prot_UOM45726.1_3963	K03293
lcl|CP094940.1_prot_UOM45726.1_3963	K11736
lcl|CP094940.1_prot_UOM45727.1_3964	K03311
lcl|CP094940.1_prot_UOM45728.1_3965	K07636
lcl|CP094940.1_prot_UOM45729.1_3966	K07657
lcl|CP094940.1_prot_UOM45730.1_3967	K03547
lcl|CP094940.1_prot_UOM45731.1_3968	K03546
lcl|CP094940.1_prot_UOM45732.1_3969	K00845
lcl|CP094940.1_prot_UOM45732.1_3969	K00847
lcl|CP094940.1_prot_UOM45732.1_3969	K18673
lcl|CP094940.1_prot_UOM45733.1_3970	K03554
lcl|CP094940.1_prot_UOM45734.1_3971	K09913
lcl|CP094940.1_prot_UOM45735.1_3972	K14591
lcl|CP094940.1_prot_UOM45737.1_3974	K00891
lcl|CP094940.1_prot_UOM45738.1_3975	K09945
lcl|CP094940.1_prot_UOM45739.1_3976	K09768
lcl|CP094940.1_prot_UOM45740.1_3977	K00286
lcl|CP094940.1_prot_UOM45742.1_3979	K01077
lcl|CP094940.1_prot_UOM45744.1_3981	K08161
lcl|CP094940.1_prot_UOM45746.1_3983	K01921
lcl|CP094940.1_prot_UOM49272.1_3987	K17938
lcl|CP094940.1_prot_UOM45750.1_3989	K18988
lcl|CP094940.1_prot_UOM45751.1_3990	K01698
lcl|CP094940.1_prot_UOM45752.1_3991	K07491
lcl|CP094940.1_prot_UOM45754.1_3993	K03119
lcl|CP094940.1_prot_UOM45755.1_3994	K15552
lcl|CP094940.1_prot_UOM45756.1_3995	K10831
lcl|CP094940.1_prot_UOM45757.1_3996	K15551
lcl|CP094940.1_prot_UOM45758.1_3997	K00547
lcl|CP094940.1_prot_UOM45759.1_3998	K11733
lcl|CP094940.1_prot_UOM45759.1_3998	K16235
lcl|CP094940.1_prot_UOM45761.1_4000	K16238
lcl|CP094940.1_prot_UOM45762.1_4001	K03735
lcl|CP094940.1_prot_UOM45763.1_4002	K03736
lcl|CP094940.1_prot_UOM45765.1_4004	K01999
lcl|CP094940.1_prot_UOM45766.1_4005	K01997
lcl|CP094940.1_prot_UOM45767.1_4006	K01998
lcl|CP094940.1_prot_UOM45768.1_4007	K01995
lcl|CP094940.1_prot_UOM45769.1_4008	K01996
lcl|CP094940.1_prot_UOM45771.1_4010	K02030
lcl|CP094940.1_prot_UOM45772.1_4011	K02028
lcl|CP094940.1_prot_UOM45772.1_4011	K02029
lcl|CP094940.1_prot_UOM45772.1_4011	K10004
lcl|CP094940.1_prot_UOM45772.1_4011	K10010
lcl|CP094940.1_prot_UOM45772.1_4011	K10038
lcl|CP094940.1_prot_UOM45773.1_4012	K02029
lcl|CP094940.1_prot_UOM45774.1_4013	K02029
lcl|CP094940.1_prot_UOM45775.1_4014	K21968
lcl|CP094940.1_prot_UOM45776.1_4015	K21967
lcl|CP094940.1_prot_UOM45777.1_4016	K21966
lcl|CP094940.1_prot_UOM45778.1_4017	K21965
lcl|CP094940.1_prot_UOM45779.1_4018	K21964
lcl|CP094940.1_prot_UOM45780.1_4019	K21963
lcl|CP094940.1_prot_UOM45781.1_4020	K02041
lcl|CP094940.1_prot_UOM45782.1_4021	K02044
lcl|CP094940.1_prot_UOM45783.1_4022	K02042
lcl|CP094940.1_prot_UOM45784.1_4023	K02042
lcl|CP094940.1_prot_UOM45788.1_4027	K13695
lcl|CP094940.1_prot_UOM45789.1_4028	K09475
lcl|CP094940.1_prot_UOM45789.1_4028	K09476
lcl|CP094940.1_prot_UOM45789.1_4028	K11929
lcl|CP094940.1_prot_UOM45789.1_4028	K14062
lcl|CP094940.1_prot_UOM45790.1_4029	K00931
lcl|CP094940.1_prot_UOM45791.1_4030	K00147
lcl|CP094940.1_prot_UOM49274.1_4037	K07351
lcl|CP094940.1_prot_UOM49276.1_4047	K03556
lcl|CP094940.1_prot_UOM45806.1_4048	K21416
lcl|CP094940.1_prot_UOM45807.1_4049	K21417
lcl|CP094940.1_prot_UOM45808.1_4050	K00627
lcl|CP094940.1_prot_UOM45809.1_4051	K00382
lcl|CP094940.1_prot_UOM45810.1_4053	K11645
lcl|CP094940.1_prot_UOM45811.1_4054	K02443
lcl|CP094940.1_prot_UOM45812.1_4055	K00880
lcl|CP094940.1_prot_UOM45813.1_4056	K00059
lcl|CP094940.1_prot_UOM45814.1_4057	K00058
lcl|CP094940.1_prot_UOM45814.1_4057	K16843
lcl|CP094940.1_prot_UOM45815.1_4058	K02775
lcl|CP094940.1_prot_UOM45816.1_4059	K00799
lcl|CP094940.1_prot_UOM45818.1_4061	K09982
lcl|CP094940.1_prot_UOM49278.1_4062	K15737
lcl|CP094940.1_prot_UOM45819.1_4063	K15736
lcl|CP094940.1_prot_UOM45820.1_4064	K00135
lcl|CP094940.1_prot_UOM45821.1_4065	K00823
lcl|CP094940.1_prot_UOM45821.1_4065	K07250
lcl|CP094940.1_prot_UOM45821.1_4065	K14268
lcl|CP094940.1_prot_UOM49279.1_4066	K11735
lcl|CP094940.1_prot_UOM45822.1_4067	K15735
lcl|CP094940.1_prot_UOM45823.1_4068	K11926
lcl|CP094940.1_prot_UOM45824.1_4069	K11750
lcl|CP094940.1_prot_UOM45825.1_4070	K00769
lcl|CP094940.1_prot_UOM45826.1_4071	K01270
lcl|CP094940.1_prot_UOM45827.1_4072	K03830
lcl|CP094940.1_prot_UOM45828.1_4073	K02346
lcl|CP094940.1_prot_UOM45829.1_4074	K01126
lcl|CP094940.1_prot_UOM45830.1_4075	K05952
lcl|CP094940.1_prot_UOM45831.1_4076	K00351
lcl|CP094940.1_prot_UOM45832.1_4077	K00350
lcl|CP094940.1_prot_UOM45833.1_4078	K00349
lcl|CP094940.1_prot_UOM45834.1_4079	K00348
lcl|CP094940.1_prot_UOM45835.1_4080	K00347
lcl|CP094940.1_prot_UOM45836.1_4081	K00346
lcl|CP094940.1_prot_UOM45839.1_4084	K03271
lcl|CP094940.1_prot_UOM45839.1_4084	K12961
lcl|CP094940.1_prot_UOM45840.1_4085	K06445
lcl|CP094940.1_prot_UOM49280.1_4086	K11206
lcl|CP094940.1_prot_UOM49280.1_4086	K13566
lcl|CP094940.1_prot_UOM45841.1_4087	K11249
lcl|CP094940.1_prot_UOM45843.1_4089	K02342
lcl|CP094940.1_prot_UOM45843.1_4089	K14159
lcl|CP094940.1_prot_UOM45844.1_4090	K03469
lcl|CP094940.1_prot_UOM45846.1_4092	K01069
lcl|CP094940.1_prot_UOM45847.1_4093	K08307
lcl|CP094940.1_prot_UOM45849.1_4096	K18567
lcl|CP094940.1_prot_UOM45849.1_4096	K19577
lcl|CP094940.1_prot_UOM45851.1_4098	K06221
lcl|CP094940.1_prot_UOM45851.1_4098	K06222
lcl|CP094940.1_prot_UOM45852.1_4099	K03273
lcl|CP094940.1_prot_UOM45853.1_4100	K02071
lcl|CP094940.1_prot_UOM45854.1_4101	K02072
lcl|CP094940.1_prot_UOM45855.1_4102	K02072
lcl|CP094940.1_prot_UOM45855.1_4102	K02073
lcl|CP094940.1_prot_UOM45856.1_4103	K06080
lcl|CP094940.1_prot_UOM45858.1_4105	K01881
lcl|CP094940.1_prot_UOM45860.1_4107	K06079
lcl|CP094940.1_prot_UOM45861.1_4108	K15034
lcl|CP094940.1_prot_UOM45864.1_4111	K19000
lcl|CP094940.1_prot_UOM45865.1_4112	K04075
lcl|CP094940.1_prot_UOM45866.1_4113	K08234
lcl|CP094940.1_prot_UOM49282.1_4114	K01582
lcl|CP094940.1_prot_UOM49282.1_4114	K01584
lcl|CP094940.1_prot_UOM45867.1_4115	K01962
lcl|CP094940.1_prot_UOM45868.1_4116	K02337
lcl|CP094940.1_prot_UOM45869.1_4117	K03470
lcl|CP094940.1_prot_UOM45870.1_4118	K00748
lcl|CP094940.1_prot_UOM45871.1_4119	K00677
lcl|CP094940.1_prot_UOM45872.1_4120	K02372
lcl|CP094940.1_prot_UOM45873.1_4121	K02536
lcl|CP094940.1_prot_UOM45874.1_4122	K06142
lcl|CP094940.1_prot_UOM45875.1_4123	K07277
lcl|CP094940.1_prot_UOM45876.1_4124	K11749
lcl|CP094940.1_prot_UOM45877.1_4125	K00981
lcl|CP094940.1_prot_UOM49283.1_4126	K00806
lcl|CP094940.1_prot_UOM45878.1_4127	K00099
lcl|CP094940.1_prot_UOM45879.1_4128	K02838
lcl|CP094940.1_prot_UOM45880.1_4129	K09903
lcl|CP094940.1_prot_UOM45881.1_4130	K02357
lcl|CP094940.1_prot_UOM45882.1_4131	K02967
lcl|CP094940.1_prot_UOM45883.1_4132	K01265
lcl|CP094940.1_prot_UOM45884.1_4133	K00990
lcl|CP094940.1_prot_UOM45885.1_4134	K00674
lcl|CP094940.1_prot_UOM45887.1_4136	K02647
lcl|CP094940.1_prot_UOM45888.1_4137	K04771
lcl|CP094940.1_prot_UOM45888.1_4137	K04772
lcl|CP094940.1_prot_UOM45888.1_4137	K08070
lcl|CP094940.1_prot_UOM45889.1_4138	K01129
lcl|CP094940.1_prot_UOM45890.1_4139	K01243
lcl|CP094940.1_prot_UOM45891.1_4140	K02016
lcl|CP094940.1_prot_UOM45891.1_4140	K06858
lcl|CP094940.1_prot_UOM45893.1_4142	K15724
lcl|CP094940.1_prot_UOM45894.1_4143	K03281
lcl|CP094940.1_prot_UOM45895.1_4144	K01845
lcl|CP094940.1_prot_UOM45896.1_4145	K02015
lcl|CP094940.1_prot_UOM45897.1_4146	K02016
lcl|CP094940.1_prot_UOM45898.1_4147	K02013
lcl|CP094940.1_prot_UOM45899.1_4148	K02014
lcl|CP094940.1_prot_UOM45900.1_4149	K05365
lcl|CP094940.1_prot_UOM49284.1_4151	K02465
lcl|CP094940.1_prot_UOM45902.1_4152	K02451
lcl|CP094940.1_prot_UOM45903.1_4153	K01200
lcl|CP094940.1_prot_UOM45904.1_4155	K02452
lcl|CP094940.1_prot_UOM49286.1_4156	K02453
lcl|CP094940.1_prot_UOM45905.1_4157	K02454
lcl|CP094940.1_prot_UOM45906.1_4158	K02455
lcl|CP094940.1_prot_UOM45907.1_4159	K02456
lcl|CP094940.1_prot_UOM45908.1_4160	K02457
lcl|CP094940.1_prot_UOM45909.1_4161	K02458
lcl|CP094940.1_prot_UOM45910.1_4162	K02459
lcl|CP094940.1_prot_UOM45911.1_4163	K02460
lcl|CP094940.1_prot_UOM45912.1_4164	K02461
lcl|CP094940.1_prot_UOM45913.1_4165	K02462
lcl|CP094940.1_prot_UOM45914.1_4167	K02464
lcl|CP094940.1_prot_UOM45915.1_4168	K03579
lcl|CP094940.1_prot_UOM45916.1_4169	K01975
lcl|CP094940.1_prot_UOM45917.1_4170	K06206
lcl|CP094940.1_prot_UOM45918.1_4171	K06204
lcl|CP094940.1_prot_UOM45919.1_4172	K01894
lcl|CP094940.1_prot_UOM49287.1_4173	K00970
lcl|CP094940.1_prot_UOM45920.1_4174	K00950
lcl|CP094940.1_prot_UOM45921.1_4175	K00606
lcl|CP094940.1_prot_UOM45922.1_4176	K01918
lcl|CP094940.1_prot_UOM45923.1_4177	K01579
lcl|CP094940.1_prot_UOM45925.1_4180	K01992
lcl|CP094940.1_prot_UOM45926.1_4181	K01990
lcl|CP094940.1_prot_UOM45927.1_4182	K01673
lcl|CP094940.1_prot_UOM45928.1_4183	K00760
lcl|CP094940.1_prot_UOM45930.1_4185	K00117
lcl|CP094940.1_prot_UOM45930.1_4185	K05358
lcl|CP094940.1_prot_UOM45931.1_4186	K08100
lcl|CP094940.1_prot_UOM45931.1_4186	K14588
lcl|CP094940.1_prot_UOM49289.1_4190	K03772
lcl|CP094940.1_prot_UOM45934.1_4191	K00797
lcl|CP094940.1_prot_UOM45935.1_4192	K01611
lcl|CP094940.1_prot_UOM45936.1_4193	K09910
lcl|CP094940.1_prot_UOM45937.1_4194	K01682
lcl|CP094940.1_prot_UOM49290.1_4198	K00382
lcl|CP094940.1_prot_UOM45941.1_4199	K00627
lcl|CP094940.1_prot_UOM45942.1_4200	K00163
lcl|CP094940.1_prot_UOM45943.1_4201	K05799
lcl|CP094940.1_prot_UOM45943.1_4201	K11474
lcl|CP094940.1_prot_UOM45944.1_4202	K11732
lcl|CP094940.1_prot_UOM45944.1_4202	K11734
lcl|CP094940.1_prot_UOM45945.1_4203	K03292
lcl|CP094940.1_prot_UOM45945.1_4203	K11104
lcl|CP094940.1_prot_UOM45947.1_4205	K03807
lcl|CP094940.1_prot_UOM45948.1_4206	K01447
lcl|CP094940.1_prot_UOM45948.1_4206	K03806
lcl|CP094940.1_prot_UOM45949.1_4207	K00767
lcl|CP094940.1_prot_UOM45950.1_4208	K02650
lcl|CP094940.1_prot_UOM45950.1_4208	K02682
lcl|CP094940.1_prot_UOM45951.1_4209	K02454
lcl|CP094940.1_prot_UOM45951.1_4209	K02504
lcl|CP094940.1_prot_UOM45951.1_4209	K02652
lcl|CP094940.1_prot_UOM45952.1_4210	K02505
lcl|CP094940.1_prot_UOM45952.1_4210	K02653
lcl|CP094940.1_prot_UOM45953.1_4211	K00088
lcl|CP094940.1_prot_UOM45953.1_4211	K00364
lcl|CP094940.1_prot_UOM45954.1_4212	K00859
lcl|CP094940.1_prot_UOM45955.1_4213	K18778
lcl|CP094940.1_prot_UOM45956.1_4214	K09862
lcl|CP094940.1_prot_UOM45957.1_4215	K03574
lcl|CP094940.1_prot_UOM45958.1_4216	K03070
lcl|CP094940.1_prot_UOM45959.1_4217	K13301
lcl|CP094940.1_prot_UOM45960.1_4218	K02535
lcl|CP094940.1_prot_UOM45961.1_4219	K03531
lcl|CP094940.1_prot_UOM45962.1_4220	K03590
lcl|CP094940.1_prot_UOM45963.1_4221	K03589
lcl|CP094940.1_prot_UOM45964.1_4222	K01921
lcl|CP094940.1_prot_UOM45965.1_4223	K01924
lcl|CP094940.1_prot_UOM45966.1_4224	K02563
lcl|CP094940.1_prot_UOM45967.1_4225	K03588
lcl|CP094940.1_prot_UOM45968.1_4226	K01925
lcl|CP094940.1_prot_UOM45969.1_4227	K01000
lcl|CP094940.1_prot_UOM45970.1_4228	K01929
lcl|CP094940.1_prot_UOM45971.1_4229	K01928
lcl|CP094940.1_prot_UOM45972.1_4230	K03587
lcl|CP094940.1_prot_UOM45973.1_4231	K03586
lcl|CP094940.1_prot_UOM45974.1_4232	K03438
lcl|CP094940.1_prot_UOM45975.1_4233	K03925
lcl|CP094940.1_prot_UOM45976.1_4234	K03435
lcl|CP094940.1_prot_UOM45977.1_4235	K01653
lcl|CP094940.1_prot_UOM45978.1_4236	K01652
lcl|CP094940.1_prot_UOM45979.1_4237	K05798
lcl|CP094940.1_prot_UOM45980.1_4239	K01649
lcl|CP094940.1_prot_UOM45981.1_4240	K00052
lcl|CP094940.1_prot_UOM45982.1_4241	K01703
lcl|CP094940.1_prot_UOM45983.1_4242	K01704
lcl|CP094940.1_prot_UOM45984.1_4243	K10797
lcl|CP094940.1_prot_UOM45985.1_4244	K00014
lcl|CP094940.1_prot_UOM45985.1_4244	K05887
lcl|CP094940.1_prot_UOM45986.1_4246	K03785
lcl|CP094940.1_prot_UOM45988.1_4248	K03535
lcl|CP094940.1_prot_UOM45988.1_4248	K08194
lcl|CP094940.1_prot_UOM45989.1_4249	K03291
lcl|CP094940.1_prot_UOM45991.1_4251	K11925
lcl|CP094940.1_prot_UOM45992.1_4252	K02064
lcl|CP094940.1_prot_UOM45993.1_4253	K02063
lcl|CP094940.1_prot_UOM45994.1_4254	K02062
lcl|CP094940.1_prot_UOM45996.1_4256	K02099
lcl|CP094940.1_prot_UOM45997.1_4257	K00853
lcl|CP094940.1_prot_UOM45998.1_4258	K01804
lcl|CP094940.1_prot_UOM45999.1_4259	K03077
lcl|CP094940.1_prot_UOM46000.1_4260	K02336
lcl|CP094940.1_prot_UOM46001.1_4261	K03580
lcl|CP094940.1_prot_UOM46002.1_4262	K06177
lcl|CP094940.1_prot_UOM46003.1_4263	K05964
lcl|CP094940.1_prot_UOM46005.1_4265	K07700
lcl|CP094940.1_prot_UOM46006.1_4266	K02475
lcl|CP094940.1_prot_UOM46006.1_4266	K07702
lcl|CP094940.1_prot_UOM46007.1_4267	K05801
lcl|CP094940.1_prot_UOM46008.1_4268	K04744
lcl|CP094940.1_prot_UOM46009.1_4269	K03771
lcl|CP094940.1_prot_UOM46010.1_4270	K00097
lcl|CP094940.1_prot_UOM46011.1_4271	K02528
lcl|CP094940.1_prot_UOM46012.1_4272	K06195
lcl|CP094940.1_prot_UOM46013.1_4273	K01525
lcl|CP094940.1_prot_UOM46014.1_4274	K00287
lcl|CP094940.1_prot_UOM46014.1_4274	K18590
lcl|CP094940.1_prot_UOM46015.1_4275	K03455
lcl|CP094940.1_prot_UOM46015.1_4275	K11745
lcl|CP094940.1_prot_UOM46015.1_4275	K11747
lcl|CP094940.1_prot_UOM46016.1_4276	K11746
lcl|CP094940.1_prot_UOM46018.1_4278	K01955
lcl|CP094940.1_prot_UOM46019.1_4279	K01956
lcl|CP094940.1_prot_UOM46020.1_4280	K00215
lcl|CP094940.1_prot_UOM46024.1_4284	K12700
lcl|CP094940.1_prot_UOM46025.1_4285	K03527
lcl|CP094940.1_prot_UOM46026.1_4286	K03774
lcl|CP094940.1_prot_UOM46027.1_4287	K03101
lcl|CP094940.1_prot_UOM46028.1_4288	K01870
lcl|CP094940.1_prot_UOM46029.1_4289	K11753
lcl|CP094940.1_prot_UOM46030.1_4290	K02968
lcl|CP094940.1_prot_UOM46031.1_4291	K03717
lcl|CP094940.1_prot_UOM46032.1_4292	K03313
lcl|CP094940.1_prot_UOM46033.1_4293	K03686
lcl|CP094940.1_prot_UOM46034.1_4294	K04043
lcl|CP094940.1_prot_UOM46037.1_4297	K07034
lcl|CP094940.1_prot_MUB43_21895_4298	K03762
lcl|CP094940.1_prot_UOM46038.1_4299	K03831
lcl|CP094940.1_prot_UOM46039.1_4300	K00616
lcl|CP094940.1_prot_UOM46040.1_4301	K03310
lcl|CP094940.1_prot_UOM46041.1_4302	K09861
lcl|CP094940.1_prot_UOM46043.1_4304	K01733
lcl|CP094940.1_prot_UOM46044.1_4305	K00872
lcl|CP094940.1_prot_UOM46045.1_4306	K12524
lcl|CP094940.1_prot_UOM46045.1_4306	K12525
lcl|CP094940.1_prot_UOM46046.1_4308	K02533
lcl|CP094940.1_prot_UOM46048.1_4310	K07773
lcl|CP094940.1_prot_UOM46049.1_4311	K06143
lcl|CP094940.1_prot_UOM46050.1_4312	K07641
lcl|CP094940.1_prot_UOM46050.1_4312	K07711
lcl|CP094940.1_prot_UOM46051.1_4313	K07663
lcl|CP094940.1_prot_UOM46052.1_4314	K05805
lcl|CP094940.1_prot_UOM46053.1_4315	K05804
lcl|CP094940.1_prot_UOM46053.1_4315	K13652
lcl|CP094940.1_prot_UOM46053.1_4315	K13653
lcl|CP094940.1_prot_UOM46054.1_4316	K15634
lcl|CP094940.1_prot_UOM46056.1_4318	K03720
lcl|CP094940.1_prot_UOM46057.1_4319	K08309
lcl|CP094940.1_prot_UOM46058.1_4320	K06020
lcl|CP094940.1_prot_UOM46059.1_4321	K06211
lcl|CP094940.1_prot_UOM46060.1_4322	K04485
lcl|CP094940.1_prot_UOM46061.1_4323	K01079
lcl|CP094940.1_prot_UOM46062.1_4324	K07186
lcl|CP094940.1_prot_UOM46063.1_4325	K03800
lcl|CP094940.1_prot_UOM46064.1_4326	K03784
lcl|CP094940.1_prot_UOM46065.1_4327	K01839
lcl|CP094940.1_prot_UOM46066.1_4328	K00758
lcl|CP094940.1_prot_UOM46067.1_4329	K01619
lcl|CP094940.1_prot_UOM46068.1_4330	K03317
lcl|CP094940.1_prot_UOM46068.1_4330	K16324
lcl|CP094940.1_prot_UOM46069.1_4331	K03424
lcl|CP094940.1_prot_UOM46071.1_4334	K04065
lcl|CP094940.1_prot_UOM46072.1_4335	K02837
lcl|CP094940.1_prot_UOM46073.1_4336	K01560
lcl|CP094940.1_prot_UOM46073.1_4336	K07025
lcl|CP094940.1_prot_UOM46073.1_4336	K08723
lcl|CP094940.1_prot_UOM46074.1_4337	K03789
lcl|CP094940.1_prot_UOM46075.1_4338	K02344
lcl|CP094940.1_prot_UOM46076.1_4339	K00564
lcl|CP094940.1_prot_UOM46079.1_4343	K13255
lcl|CP094940.1_prot_UOM46080.1_4344	K02761
lcl|CP094940.1_prot_UOM46083.1_4348	K02508
lcl|CP094940.1_prot_UOM46083.1_4348	K18954
lcl|CP094940.1_prot_UOM46084.1_4349	K00481
lcl|CP094940.1_prot_UOM46084.1_4349	K05712
lcl|CP094940.1_prot_UOM46087.1_4352	K02317
lcl|CP094940.1_prot_UOM49297.1_4353	K02315
lcl|CP094940.1_prot_UOM46089.1_4355	K01002
lcl|CP094940.1_prot_UOM46091.1_4357	K19510
lcl|CP094940.1_prot_UOM46092.1_4358	K19504
lcl|CP094940.1_prot_UOM46093.1_4359	K19509
lcl|CP094940.1_prot_UOM46094.1_4360	K02795
lcl|CP094940.1_prot_UOM46094.1_4360	K19508
lcl|CP094940.1_prot_UOM49298.1_4361	K02794
lcl|CP094940.1_prot_UOM49298.1_4361	K19507
lcl|CP094940.1_prot_UOM46095.1_4362	K19506
lcl|CP094940.1_prot_UOM46096.1_4363	K19505
lcl|CP094940.1_prot_UOM46099.1_4366	K19337
lcl|CP094940.1_prot_UOM46100.1_4367	K01631
lcl|CP094940.1_prot_UOM46101.1_4368	K00883
lcl|CP094940.1_prot_UOM46102.1_4369	K03307
lcl|CP094940.1_prot_UOM46104.1_4371	K01461
lcl|CP094940.1_prot_UOM46104.1_4371	K06015
lcl|CP094940.1_prot_UOM46106.1_4373	K01753
lcl|CP094940.1_prot_UOM46107.1_4374	K13609
lcl|CP094940.1_prot_UOM46107.1_4374	K16844
lcl|CP094940.1_prot_UOM46108.1_4375	K19540
lcl|CP094940.1_prot_UOM46109.1_4376	K13877
lcl|CP094940.1_prot_UOM46110.1_4377	K01714
lcl|CP094940.1_prot_UOM46110.1_4377	K21062
lcl|CP094940.1_prot_UOM46112.1_4379	K12658
lcl|CP094940.1_prot_UOM46113.1_4380	K21061
lcl|CP094940.1_prot_UOM46117.1_4385	K05921
lcl|CP094940.1_prot_UOM46118.1_4386	K05921
lcl|CP094940.1_prot_UOM46119.1_4387	K00151
lcl|CP094940.1_prot_UOM46120.1_4388	K00455
